Date, Time, Lat, Lon, Speed Data (miles/hour), Elevation (m)
2024-09-12, 08:24:14, 45.50410611520048, -122.67320305627597, 19.52, 15.90
2024-09-12, 08:24:15, 45.50418303399436, -122.67324132728515, 19.32, 15.78
2024-09-12, 08:24:16, 45.504254928355344, -122.67327990571319, 19.17, 15.79
2024-09-12, 08:24:17, 45.50432808642153, -122.67332086793844, 19.23, 15.32
2024-09-12, 08:24:18, 45.50440120597429, -122.67336437994933, 19.28, 15.12
2024-09-12, 08:24:19, 45.504471705842555, -122.6734068303686, 19.13, 14.82
2024-09-12, 08:24:20, 45.50454345228078, -122.67345003138456, 19.40, 14.58
2024-09-12, 08:24:21, 45.50461255060956, -122.67349163787394, 19.05, 13.83
2024-09-12, 08:24:22, 45.50467761427003, -122.67353246535038, 18.39, 12.39
2024-09-12, 08:24:23, 45.50474733163138, -122.67357782945734, 18.38, 10.73
2024-09-12, 08:24:24, 45.504813726275394, -122.67361887484162, 18.28, 10.78
2024-09-12, 08:24:25, 45.5048682777772, -122.67365643419882, 17.15, 9.67
2024-09-12, 08:24:26, 45.50494113097168, -122.6737100549258, 17.42, 10.04
2024-09-12, 08:24:27, 45.505001283708246, -122.67377756485405, 18.95, 9.80
2024-09-12, 08:24:28, 45.50507134823348, -122.67391932766273, 23.23, 8.97
2024-09-12, 08:24:29, 45.505103861493225, -122.67402763766833, 22.53, 8.90
2024-09-12, 08:24:31, 45.505216868612095, -122.67412650043696, 19.29, 6.49
2024-09-12, 08:24:33, 45.50537369454471, -122.67391640056856, 18.72, 7.08
2024-09-12, 08:24:36, 45.505549817771495, -122.67392563343483, 15.92, 8.18
2024-09-12, 08:24:38, 45.50569305263049, -122.6739032637113, 16.97, 8.70
2024-09-12, 08:24:40, 45.50587482899664, -122.67384200825066, 20.76, 8.93
2024-09-12, 08:24:43, 45.50601485984904, -122.67375323375244, 15.16, 8.11
2024-09-12, 08:24:45, 45.50617134880082, -122.67366094528552, 16.80, 8.42
2024-09-12, 08:24:48, 45.50633254638426, -122.67359058361764, 11.86, 9.21
2024-09-12, 08:24:50, 45.50654027008383, -122.67340776536638, 16.05, 8.86
2024-09-12, 08:24:52, 45.50666578710043, -122.67336601606846, 8.69, 9.81
2024-09-12, 08:24:58, 45.506799114939874, -122.673307484438, 3.17, 11.35
2024-09-12, 08:25:02, 45.506923416780076, -122.6732876448727, 7.60, 12.61
2024-09-12, 08:25:04, 45.506981065097776, -122.67343276687279, 7.86, 14.52
2024-09-12, 08:25:07, 45.50705134388604, -122.67357695315498, 8.42, 14.33
2024-09-12, 08:25:10, 45.50713468144886, -122.67370593199117, 8.91, 14.58
2024-09-12, 08:25:13, 45.50720478690701, -122.67387237091957, 9.19, 16.44
2024-09-12, 08:25:16, 45.507245696279476, -122.67398810051876, 6.15, 16.66
2024-09-12, 08:25:29, 45.50719000828713, -122.67406389992902, 0.10, 15.32
2024-09-12, 08:25:39, 45.50726329303172, -122.67402095850646, 0.00, 14.55
2024-09-12, 08:25:42, 45.50729118639481, -122.67419192018987, 9.11, 14.09
2024-09-12, 08:25:44, 45.50732860088394, -122.67435663141028, 14.22, 14.50
2024-09-12, 08:25:45, 45.50734202327015, -122.67445222433925, 15.78, 14.95
2024-09-12, 08:25:46, 45.50731248868716, -122.67457263135076, 16.58, 15.57
2024-09-12, 08:25:47, 45.50734411127818, -122.67469293798693, 18.81, 15.70
2024-09-12, 08:25:49, 45.50740091162968, -122.6748826319727, 17.63, 16.65
2024-09-12, 08:25:51, 45.50743966698176, -122.67506718809982, 16.75, 17.80
2024-09-12, 08:25:54, 45.50746803250405, -122.67531583467408, 13.82, 18.69
2024-09-12, 08:25:58, 45.507487058052135, -122.67547109834248, 5.15, 18.81
2024-09-12, 08:26:13, 45.507486543503, -122.67557168947567, 0.02, 15.88
2024-09-12, 08:26:25, 45.50745949454078, -122.67571551321497, 9.18, 15.92
2024-09-12, 08:26:27, 45.50745224861027, -122.67589007440357, 13.84, 16.50
2024-09-12, 08:26:29, 45.50744827035226, -122.67604511343698, 13.14, 14.61
2024-09-12, 08:26:31, 45.50744708535517, -122.67616586724372, 10.30, 14.50
2024-09-12, 08:26:33, 45.5074650240696, -122.67627249667002, 9.32, 14.77
2024-09-12, 08:26:35, 45.507508780261716, -122.67636996102169, 9.67, 16.28
2024-09-12, 08:26:37, 45.507566248415024, -122.6764534902695, 10.17, 18.34
2024-09-12, 08:26:39, 45.50764548040794, -122.67651236593505, 10.69, 19.16
2024-09-12, 08:26:41, 45.50774099799769, -122.67652976548737, 11.10, 20.43
2024-09-12, 08:26:43, 45.50782973364818, -122.67652862309428, 10.45, 19.85
2024-09-12, 08:26:45, 45.50794852764676, -122.67653737890706, 13.27, 21.30
2024-09-12, 08:26:46, 45.50801116380667, -122.67653690236415, 14.19, 21.66
2024-09-12, 08:26:47, 45.50807515994015, -122.67654532439752, 15.03, 21.50
2024-09-12, 08:26:49, 45.50817434550781, -122.67655101894229, 12.19, 19.68
2024-09-12, 08:26:50, 45.50825184264475, -122.67655001436404, 14.36, 19.80
2024-09-12, 08:26:51, 45.50833265728244, -122.67655622303126, 16.14, 19.40
2024-09-12, 08:26:52, 45.50840605060729, -122.67655710561382, 17.12, 19.09
2024-09-12, 08:26:53, 45.50847659471568, -122.67655066904744, 16.85, 18.72
2024-09-12, 08:26:54, 45.508542438822545, -122.67653896285985, 16.06, 18.81
2024-09-12, 08:26:55, 45.50860263686069, -122.67652472917895, 14.41, 19.71
2024-09-12, 08:26:56, 45.508665447907624, -122.67651436810563, 13.70, 21.01
2024-09-12, 08:26:57, 45.50871852067756, -122.67650902961672, 12.49, 21.82
2024-09-12, 08:26:59, 45.50879340966912, -122.67650348643629, 9.56, 22.57
2024-09-12, 08:27:00, 45.508835670028176, -122.67649747749418, 9.85, 22.63
2024-09-12, 08:27:01, 45.50887916762066, -122.67649279368618, 9.58, 23.11
2024-09-12, 08:27:03, 45.50894246060756, -122.67648678519475, 7.57, 22.85
2024-09-12, 08:27:05, 45.50901032373433, -122.67647795355053, 8.35, 22.74
2024-09-12, 08:27:06, 45.50906240504333, -122.67647737045968, 10.89, 22.31
2024-09-12, 08:27:07, 45.50911822420267, -122.6764718619026, 12.34, 22.22
2024-09-12, 08:27:08, 45.50917253897275, -122.67645889999247, 13.02, 22.43
2024-09-12, 08:27:09, 45.509225507933266, -122.67645326860308, 12.69, 22.79
2024-09-12, 08:27:10, 45.50927482125133, -122.67644894913924, 12.10, 23.07
2024-09-12, 08:27:12, 45.50935892727065, -122.67648862030269, 11.26, 23.45
2024-09-12, 08:27:14, 45.5094126661761, -122.67655383522583, 9.70, 24.08
2024-09-12, 08:27:16, 45.50945872328724, -122.67661173738715, 8.02, 24.67
2024-09-12, 08:27:28, 45.509499524384466, -122.67660206541022, 0.00, 25.02
2024-09-12, 08:28:36, 45.50951834029752, -122.6767214958104, 4.57, 23.08
2024-09-12, 08:28:38, 45.509551169322556, -122.67680733886031, 8.44, 23.55
2024-09-12, 08:28:40, 45.50959303276627, -122.67695006471533, 13.00, 23.99
2024-09-12, 08:28:41, 45.509616312169435, -122.6770401078949, 15.18, 24.38
2024-09-12, 08:28:42, 45.50963995477771, -122.67713514427948, 16.54, 24.65
2024-09-12, 08:28:43, 45.50966386556515, -122.67723146283473, 17.26, 25.09
2024-09-12, 08:28:44, 45.509688474534045, -122.67733564274829, 18.19, 25.74
2024-09-12, 08:28:45, 45.509709122090825, -122.67744452716559, 18.86, 26.92
2024-09-12, 08:28:46, 45.50973312705279, -122.67754360422728, 18.65, 27.40
2024-09-12, 08:28:47, 45.509752105274885, -122.67763732097156, 17.67, 29.15
2024-09-12, 08:28:48, 45.509765051858125, -122.67771807443107, 15.92, 29.99
2024-09-12, 08:28:49, 45.5097798741884, -122.67779460593802, 14.78, 30.57
2024-09-12, 08:28:50, 45.509788298428994, -122.67787456815194, 14.41, 31.16
2024-09-12, 08:28:51, 45.509806543680135, -122.67797857037282, 16.26, 31.57
2024-09-12, 08:28:52, 45.50985731210036, -122.67808818352943, 18.92, 31.91
2024-09-12, 08:28:53, 45.50989802637412, -122.67818396360651, 19.68, 31.14
2024-09-12, 08:28:54, 45.50993818878813, -122.67829161332429, 20.74, 31.47
2024-09-12, 08:28:55, 45.509967957597816, -122.67842254923606, 22.13, 32.54
2024-09-12, 08:28:56, 45.50999718830648, -122.67856820728335, 23.98, 32.84
2024-09-12, 08:28:57, 45.51003095591352, -122.67871092824223, 24.29, 34.03
2024-09-12, 08:28:58, 45.510067566257135, -122.6788438456024, 23.90, 35.30
2024-09-12, 08:28:59, 45.510097361813735, -122.67897671357963, 24.16, 35.64
2024-09-12, 08:29:00, 45.51013713703887, -122.67908567162094, 24.23, 36.30
2024-09-12, 08:29:01, 45.51017524170829, -122.67922770396729, 25.48, 36.64
2024-09-12, 08:29:02, 45.51021774564291, -122.67933592908338, 24.11, 37.25
2024-09-12, 08:29:03, 45.51024849854137, -122.67943857193555, 22.44, 37.59
2024-09-12, 08:29:04, 45.510266080811924, -122.6795679378866, 22.28, 38.03
2024-09-12, 08:29:06, 45.51031391310522, -122.67968853416947, 18.51, 38.66
2024-09-12, 08:29:08, 45.51036954043555, -122.67991366064112, 18.97, 39.00
2024-09-12, 08:29:09, 45.51039982041169, -122.68001771228381, 19.11, 39.11
2024-09-12, 08:29:10, 45.51044116931213, -122.6801654893477, 20.69, 39.39
2024-09-12, 08:29:11, 45.51036856988758, -122.68001275467252, 14.34, 39.53
2024-09-12, 08:29:16, 45.51032921218605, -122.67974939373629, 3.08, 39.80
2024-09-12, 08:29:25, 45.51035961331818, -122.6798655517609, 2.43, 39.00
2024-09-12, 08:29:29, 45.51032058071035, -122.67976950386293, 0.54, 38.75
2024-09-12, 08:29:42, 45.510311911464335, -122.67986499567282, 0.66, 39.78
2024-09-12, 08:29:48, 45.51035534699598, -122.67994561805656, 3.39, 39.95
2024-09-12, 08:29:52, 45.510374958429516, -122.68006294036259, 4.05, 39.89
2024-09-12, 08:29:56, 45.51037003913974, -122.68018285360947, 2.95, 40.41
2024-09-12, 08:30:02, 45.51041576316238, -122.6802986989357, 2.41, 40.35
2024-09-12, 08:30:06, 45.51042455973824, -122.68041514251806, 3.56, 40.88
2024-09-12, 08:30:11, 45.510448449354385, -122.68050416657718, 2.63, 40.30
2024-09-12, 08:30:17, 45.51047181200993, -122.68059021070883, 2.70, 40.46
2024-09-12, 08:30:24, 45.51050184505984, -122.68068131919166, 2.67, 40.48
2024-09-12, 08:30:29, 45.51046362656477, -122.68079254860416, 1.42, 40.52
2024-09-12, 08:30:37, 45.51040818609137, -122.68086001176152, 2.73, 42.61
2024-09-12, 08:30:40, 45.51034054655489, -122.68088189944206, 2.53, 41.28
2024-09-12, 08:30:41, 45.51025987463043, -122.68092651754729, 2.30, 42.22
2024-09-12, 08:30:46, 45.510201484665025, -122.68097848723211, 2.12, 41.66
2024-09-12, 08:30:51, 45.51014121605645, -122.68101212288187, 2.36, 42.30
2024-09-12, 08:30:57, 45.51007820576443, -122.68104700558378, 2.69, 43.21
2024-09-12, 08:31:04, 45.51001673423472, -122.68108469719246, 2.24, 42.79
2024-09-12, 08:31:11, 45.509955374395844, -122.6811226001919, 2.76, 43.86
2024-09-12, 08:31:17, 45.50988435774984, -122.68113760028002, 2.73, 43.56
2024-09-12, 08:31:21, 45.50982365877046, -122.68117424679859, 2.59, 45.42
2024-09-12, 08:31:25, 45.50977215783708, -122.68118344697487, 2.71, 44.70
2024-09-12, 08:31:31, 45.509729686122256, -122.68116188517337, 2.52, 44.00
2024-09-12, 08:31:35, 45.50969008172362, -122.68117077253339, 3.28, 43.62
2024-09-12, 08:31:38, 45.509685860204044, -122.68111665645579, 2.61, 43.53
2024-09-12, 08:32:00, 45.509634631609465, -122.68119164782745, 0.00, 42.57
2024-09-12, 08:32:22, 45.509704054361535, -122.68127074357812, 0.04, 44.18
2024-09-12, 08:32:26, 45.50978392510364, -122.6812449205431, 0.05, 42.80
2024-09-12, 08:32:35, 45.509725281279756, -122.68127874057087, 0.00, 42.57
2024-09-12, 08:33:17, 45.50982028468584, -122.68126186866388, 0.00, 44.62
2024-09-12, 08:33:18, 45.50967379159894, -122.68131737904855, 0.00, 44.61
